f1,f2,f3,f4,f5,f6,f7,f8
227,81,241,115,109,68,56,22
139,27,9,173,169,160,5,157
218,28,126,121,244,151,78,53
21,31,23,210,2,38,23,4
101,128,135,19,4,118,14,181
217,104,115,46,170,232,88,88
20,184,25,252,255,207,26,255
239,236,253,157,194,29,179,97
106,152,249,211,14,163,232,40
193,49,95,120,51,27,112,100
72,112,185,45,88,141,125,140
55,209,46,192,24,163,221,75
38,26,111,183,102,240,64,1
45,59,186,22,230,151,161,227
115,0,152,81,158,159,185,174
5,15,67,85,190,37,90,82
203,234,34,97,78,0,194,118
162,112,41,248,4,88,189,17
253,188,217,121,242,63,219,158
97,73,56,212,251,17,197,94
234,30,96,23,176,61,166,1
90,118,98,2,51,145,2,155
115,134,230,22,11,219,60,153
230,194,93,39,242,97,87,192
66,251,63,155,97,239,230,186
23,138,184,120,209,247,234,152
224,110,148,152,161,30,33,68
151,79,57,18,76,61,72,211
62,184,100,51,100,77,244,142
152,170,38,173,200,247,60,123
30,189,170,35,78,83,133,10
244,218,13,89,204,80,49,126
147,93,37,43,239,164,93,136
251,15,227,128,237,177,61,205
183,26,90,35,85,118,55,58
197,218,3,249,153,149,254,185
120,171,175,203,213,49,57,56
177,167,112,196,168,160,247,75
203,49,149,119,35,234,144,253
110,252,157,200,83,19,186,245
45,184,164,58,21,234,218,85
173,227,210,151,143,128,234,181
227,209,187,158,130,253,245,74
48,231,206,226,170,94,60,155
53,172,171,101,125,127,148,197
12,87,163,239,129,156,45,207
78,26,217,90,77,40,165,165
23,140,54,231,155,203,230,175
157,182,4,80,224,65,45,156
1,32,90,90,164,171,41,74
210,194,28,186,80,60,220,16
161,240,26,227,128,59,130,221
73,205,74,171,169,222,164,105
98,69,102,176,139,247,198,228
161,252,108,163,71,2,75,25
21,147,91,195,222,181,43,131
82,123,246,26,35,126,238,188
154,156,238,26,149,105,31,129
106,184,122,187,237,152,27,35
189,237,118,106,32,109,133,61
228,109,95,158,114,62,90,32
161,90,77,126,86,228,187,190
76,99,186,71,243,145,196,153
219,128,190,148,82,129,3,32
230,177,182,157,133,68,26,250
149,88,27,98,12,130,181,145
77,138,185,111,213,47,195,102
203,72,74,124,214,178,160,227
141,53,247,129,80,174,225,42
74,133,223,7,194,44,209,89
207,174,111,12,228,142,54,128
193,117,154,1,182,57,128,144
63,158,139,42,59,110,133,230
3,210,179,159,58,2,132,143
31,29,188,102,103,47,11,108
60,140,82,28,251,146,231,135
174,170,191,159,203,97,26,147
43,50,21,39,226,131,27,198
201,204,248,221,145,89,82,198
12,137,159,238,233,237,202,233
12,236,159,245,173,184,26,127
14,216,54,93,125,8,105,152
157,25,142,108,67,84,55,90
149,182,53,164,117,63,111,236
116,119,254,4,53,100,166,100
185,123,23,46,183,227,245,92
195,18,11,224,41,205,212,127
128,166,112,86,39,34,126,62
159,243,198,167,77,246,69,219
195,70,218,210,29,36,248,238
166,51,142,45,240,207,198,69
211,133,247,75,14,207,0,46
171,117,3,128,64,154,125,214
159,41,4,245,172,159,198,151
28,86,116,19,95,92,179,198
53,192,212,157,81,191,233,251
228,218,104,26,72,208,15,7
192,101,155,204,53,221,90,13
100,173,252,206,170,49,239,28
238,48,191,230,169,128,228,161
120,217,92,213,19,11,240,216
232,46,222,15,219,88,239,79
136,104,127,153,187,156,195,108
18,130,58,249,132,87,221,60
231,216,0,83,46,24,17,92
124,39,218,87,203,85,253,219
153,23,15,121,68,156,111,179
9,165,79,226,178,202,16,86
71,237,66,236,50,230,91,99
68,227,61,244,120,77,124,98
160,110,225,98,107,67,102,89
30,170,69,225,108,178,40,21
168,45,116,51,89,127,130,150
89,220,68,207,34,252,43,230
168,124,228,220,193,186,73,179
219,142,28,253,55,108,114,138
47,23,92,188,150,204,38,106
124,160,39,172,94,250,107,133
107,153,106,181,118,250,251,194
194,66,18,186,93,250,215,108
176,224,209,76,190,27,179,208
242,244,201,26,150,151,189,205
49,12,194,22,173,103,90,85
108,189,246,168,33,197,252,65
7,34,190,192,152,7,117,204
24,101,61,47,193,166,46,214
103,112,2,135,55,105,167,46
48,59,44,66,242,113,218,103
102,202,228,200,228,242,78,180
249,226,77,229,146,67,231,112
168,109,191,121,192,185,128,249
220,142,100,114,135,60,13,199
22,66,220,90,18,222,15,205
197,149,46,26,25,179,239,34
123,111,151,65,69,210,187,220
66,255,222,111,122,7,146,10
242,224,14,237,168,111,157,169
2,119,173,155,37,137,127,192
64,168,204,72,171,137,170,214
211,248,9,44,39,247,46,154
133,203,167,84,20,178,126,90
197,112,180,116,187,80,19,253
3,85,126,244,218,94,104,133
63,60,179,252,116,55,21,3
221,153,87,15,103,173,154,196
52,221,125,166,0,245,239,192
186,153,64,199,86,54,169,117
82,156,48,229,238,14,18,245
137,154,4,51,93,97,76,147
56,189,124,2,175,16,205,34
25,140,202,71,248,77,133,157
155,182,4,32,137,193,170,11
8,0,102,199,132,76,207,3
138,226,45,83,177,3,189,92
48,55,137,110,164,179,224,4
135,200,117,111,222,212,3,85
192,160,231,25,223,32,149,149
188,17,172,33,111,97,19,175
125,13,239,178,68,159,39,28
246,20,41,41,207,157,103,240
6,189,119,184,4,3,0,197
108,44,11,43,155,155,225,67
182,247,179,70,23,171,149,255
97,245,242,124,134,125,207,229
101,76,173,48,132,244,250,101
164,34,179,161,160,246,228,44
47,251,6,91,84,8,189,205
206,138,147,61,151,108,27,140
72,136,58,124,237,220,211,44
137,226,210,51,164,15,114,160
200,54,226,2,118,45,161,17
155,121,176,184,156,74,154,248
183,171,225,254,237,28,196,163
240,102,162,181,113,157,131,8
169,39,53,119,28,144,164,232
185,236,125,106,150,60,244,52
109,101,95,81,103,251,54,161
207,96,251,122,152,242,196,22
212,28,63,69,50,112,4,209
157,34,71,245,144,196,245,250
44,250,236,86,28,227,154,190
128,154,69,156,24,149,49,191
224,238,76,23,144,125,220,103
204,63,84,137,232,69,106,38
44,47,168,34,89,50,22,153
138,95,4,217,92,165,179,61
100,81,79,35,141,244,199,32
21,63,161,131,217,95,221,148
15,68,159,213,153,26,35,96
153,109,84,98,64,175,52,129
109,152,139,179,96,114,22,89
170,113,83,71,89,21,83,38
95,45,31,27,95,27,39,243
241,42,242,55,123,60,18,13
224,175,139,4,90,197,154,137
182,91,47,74,108,122,169,178
135,187,231,183,163,225,5,60
62,176,91,192,211,172,231,196
117,52,17,213,219,122,160,6
177,111,147,140,34,101,229,149
189,114,203,159,119,148,92,50
69,90,202,182,106,53,48,166
78,31,204,208,211,129,31,154
195,109,179,59,179,250,244,237
99,109,26,223,242,142,252,78
28,151,245,52,250,52,110,165
90,202,222,2,121,25,75,91
73,65,221,83,55,127,63,46
32,235,95,13,62,92,110,188
44,45,12,32,159,25,52,62
105,190,163,188,41,235,205,10
74,241,120,229,26,147,197,134
4,209,49,82,201,142,88,250
160,222,75,116,211,176,166,194
72,156,89,11,113,102,231,215
123,198,114,79,71,168,78,204
50,208,116,187,80,182,164,63
118,7,105,156,177,140,221,193
3,235,207,146,105,139,221,50
148,38,107,20,75,214,128,32
19,14,7,90,136,172,188,114
116,0,166,215,225,24,187,13
22,151,170,62,59,89,76,118
22,161,51,215,85,130,99,176
144,239,133,162,210,216,80,135
177,82,228,59,187,142,137,21
101,16,97,212,27,196,77,9
36,111,98,49,79,155,183,241
18,127,160,91,130,108,106,247
96,4,222,153,231,37,190,56
164,154,187,254,156,108,206,190
146,89,113,247,156,14,80,135
14,43,118,228,170,196,13,247
245,132,104,205,53,62,218,49
120,230,147,226,49,25,172,168
105,68,54,145,8,57,3,180
155,7,69,172,217,146,149,123
86,245,57,235,21,195,188,1
251,70,204,17,6,148,8,34
215,223,231,160,238,200,224,24
142,106,176,163,162,151,174,0
130,203,149,145,0,208,55,243
89,49,146,180,238,60,104,195
11,216,124,1,97,128,245,157
156,248,94,135,64,133,234,134
133,108,5,167,237,32,69,123
89,60,211,44,31,137,27,130
166,116,171,19,237,82,70,66
148,226,144,54,33,182,152,87
144,62,191,60,97,31,126,216
115,218,72,58,98,90,174,182
87,218,154,87,192,99,102,213
179,97,8,212,151,88,16,2
125,93,76,245,0,229,197,215
228,67,120,130,180,145,176,110
70,23,83,79,228,94,7,191
170,44,177,237,56,96,48,92
167,39,151,143,120,118,115,101
161,236,105,87,248,67,67,201
66,123,33,139,222,25,7,255
89,142,30,42,65,5,237,130
93,66,190,167,25,78,155,161
138,227,34,77,196,188,164,57
87,196,250,3,227,222,177,235
141,54,34,126,21,52,83,203
40,1,55,56,165,86,216,72
192,228,68,63,4,14,82,57
48,96,213,169,117,58,216,155
236,44,241,136,108,1,120,129
245,117,102,85,4,135,153,77
166,183,11,120,32,164,73,82
94,97,101,43,181,176,100,232
94,175,45,209,226,243,206,22
28,214,193,30,3,84,148,206
9,236,53,162,50,99,196,80
174,19,25,239,255,154,43,150
161,30,241,199,249,186,44,27
237,201,208,253,213,74,27,182
73,136,236,74,16,229,150,1
123,113,103,80,191,16,107,142
2,71,162,119,87,74,203,176
95,209,186,139,210,245,160,252
188,173,112,129,167,162,33,200
4,232,190,109,45,160,206,19
128,31,163,135,15,194,81,178
144,48,130,54,95,252,177,179
98,25,122,249,16,44,205,8
57,179,191,196,179,75,109,73
34,137,1,169,50,69,228,151
210,227,7,134,137,153,200,185
120,252,36,142,132,202,57,149
24,134,61,51,50,32,218,212
231,207,77,4,120,162,198,240
248,220,120,209,24,194,21,167
37,146,124,96,232,47,10,174
158,134,104,135,88,173,210,14
109,93,234,255,186,134,82,122
119,171,27,255,119,2,239,167
131,2,52,99,170,63,223,38
41,64,234,107,249,91,60,80
254,115,199,220,72,102,239,30
6,29,71,58,95,76,14,215
136,246,50,10,244,44,84,69
13,127,4,44,162,12,62,110
114,35,250,101,147,189,222,42
231,9,231,59,98,124,163,174
182,199,19,22,163,242,74,146
239,153,160,102,57,225,62,185
217,44,62,114,116,91,191,141
248,204,38,136,219,71,194,255
110,138,175,113,132,163,146,233
5,175,212,203,22,164,113,236
211,137,221,204,187,136,16,60
88,96,82,228,196,208,133,40
25,84,239,230,224,30,152,110
238,59,227,169,81,202,79,245
184,238,153,129,82,247,18,155
253,176,218,165,217,57,124,78
162,157,146,154,212,181,57,110
186,235,208,148,115,204,72,63
48,89,16,6,255,115,108,159
103,45,157,161,243,73,127,128
180,67,229,132,232,181,214,210
184,230,183,253,17,236,49,23
244,249,201,211,218,252,217,227
211,247,239,202,232,235,117,88
215,35,156,243,1,242,254,142
168,69,134,251,170,67,84,74
121,182,219,215,12,66,78,11
76,142,46,22,57,217,95,28
5,219,40,97,19,243,15,173
155,84,20,245,68,170,222,21
32,160,232,138,210,145,74,72
208,116,220,4,80,106,95,186
166,255,221,87,18,149,58,217
8,143,134,163,41,99,100,46
43,155,43,173,40,63,208,195
172,91,182,80,117,191,104,77
118,35,37,107,132,255,126,10
178,175,85,243,250,193,196,77
57,139,130,20,35,54,227,122
20,65,212,246,133,0,82,228
236,144,108,23,216,26,117,211
22,136,22,156,8,202,254,132
114,169,135,42,237,123,8,194
141,170,84,57,22,186,0,66
46,191,149,36,203,176,6,26
234,205,25,56,253,25,78,243
136,31,23,224,157,144,56,202
7,56,119,134,140,255,48,232
53,236,251,106,50,226,207,152
236,115,138,53,15,101,237,77
101,208,32,240,196,140,111,152
216,113,243,113,0,115,248,101
250,108,227,204,209,62,226,197
160,61,227,227,248,13,154,211
116,98,145,59,230,47,28,167
127,163,171,161,81,235,100,5
191,47,250,52,222,27,237,63
195,116,91,108,104,190,192,205
100,65,85,21,46,29,190,127
66,90,164,182,253,192,197,174
96,82,70,113,18,223,222,101
116,106,107,113,208,22,102,107
159,91,230,144,77,21,110,45
255,57,251,82,114,25,16,110
56,119,225,141,215,176,55,34
92,74,52,12,75,127,198,150
90,57,83,1,202,114,246,214
49,51,250,152,84,163,193,170
106,55,71,241,74,23,51,30
48,105,163,216,171,127,151,243
137,165,2,134,231,20,14,62
156,6,240,35,119,203,35,11
175,17,77,180,255,95,111,160
168,209,119,229,17,239,126,187
112,139,152,51,147,49,5,63
206,201,56,83,123,52,124,182
204,12,14,82,232,67,58,109
52,189,185,27,121,251,202,98
220,95,23,162,221,37,145,244
175,89,172,8,127,215,93,198
165,227,78,169,100,133,63,78
107,84,154,226,12,150,152,91
225,13,38,216,227,46,131,192
55,238,45,60,240,239,7,158
209,144,242,218,60,68,231,220
85,59,229,60,70,177,42,200
198,184,247,112,88,203,23,191
249,248,9,236,195,247,10,163
52,91,197,105,31,99,101,94
241,63,37,136,22,90,181,11
179,156,235,77,150,217,58,181
89,113,35,207,119,109,121,215
191,97,191,193,153,235,103,63
19,198,47,193,177,100,150,108
85,156,39,246,5,159,150,137
246,241,39,175,235,26,80,103
182,142,223,83,2,210,149,3
126,217,157,107,143,129,113,199
205,215,138,82,177,21,199,208
25,195,71,163,41,20,117,13
151,53,227,7,9,252,215,192
8,137,7,161,179,31,83,185
60,243,127,228,112,77,14,36
126,163,109,164,36,59,128,127
178,41,204,147,3,195,101,41
131,201,31,81,96,234,162,126
129,81,169,140,116,240,103,15
221,25,33,163,171,204,197,90
98,23,197,59,140,115,219,85
9,23,47,43,99,182,148,212
82,113,51,81,230,204,38,99
44,134,215,126,85,38,130,96
81,101,47,132,105,81,85,236
58,130,232,223,145,178,212,39
103,104,45,164,139,214,201,61
104,83,144,33,29,107,80,197
229,33,208,116,8,223,188,229
168,197,231,80,208,37,16,237
50,172,16,182,186,199,168,151
38,170,163,88,78,168,47,95
21,101,236,82,48,187,184,23
18,200,75,185,213,18,63,165
152,241,70,51,37,137,40,230
28,236,2,80,174,49,170,84
192,74,215,4,58,140,27,149
37,202,93,203,15,193,73,164
33,118,210,220,70,233,9,145
187,173,32,233,32,235,135,115
94,26,178,163,120,123,110,88
171,86,104,161,206,246,191,244
184,74,153,0,138,191,55,250
220,55,37,132,101,79,84,109
195,234,211,93,177,73,43,87
44,123,130,76,135,88,170,17
215,73,169,227,133,42,0,21
167,41,80,32,91,30,225,248
21,209,196,176,171,16,87,32
199,16,222,67,144,131,91,250
148,179,174,70,63,8,2,24
115,67,155,117,54,28,128,131
181,63,132,63,40,138,199,56
142,252,178,176,215,87,54,15
142,196,166,218,221,59,240,252
14,141,22,165,117,237,44,21
115,57,66,230,176,61,165,197
12,22,228,245,150,178,132,171
68,178,222,227,104,0,143,120
63,209,130,52,11,14,134,254
155,128,231,142,11,209,66,86
18,192,183,75,92,74,104,138
89,226,194,156,190,194,103,38
68,202,197,94,110,28,250,38
43,129,243,138,194,159,10,235
15,111,239,13,56,114,219,160
121,144,243,45,79,61,124,23
251,160,243,221,42,119,252,164
66,79,134,21,37,43,30,80
221,187,218,142,71,138,5,82
133,26,214,111,201,208,223,73
254,2,21,68,198,97,126,236
49,117,207,67,89,240,191,102
230,195,35,159,66,149,67,206
10,151,128,49,29,87,78,58
92,114,164,15,109,205,91,116
201,56,183,204,42,175,181,134
114,61,229,131,51,95,99,244
124,141,53,152,84,183,82,131
44,247,162,11,198,8,4,105
245,225,238,20,220,207,174,52
6,78,171,33,1,207,249,170
248,99,87,245,26,70,60,179
238,59,8,72,129,22,137,57
206,128,172,28,114,244,57,7
178,45,63,130,76,196,125,6
135,144,141,91,180,194,122,136
52,212,55,33,92,18,233,227
175,163,163,5,131,48,147,74
249,133,94,43,103,201,174,194
96,179,3,36,156,246,202,191
61,155,131,143,140,159,34,82
75,174,41,159,178,79,64,213
122,215,8,58,152,215,174,100
228,90,121,202,170,162,228,73
195,84,11,229,239,165,180,33
167,64,24,125,193,108,9,22
24,206,196,87,208,43,245,215
98,10,106,243,45,243,181,97
3,39,91,110,107,40,227,232
14,35,61,24,199,249,18,4
97,101,65,43,108,249,45,128
99,5,245,234,27,90,100,116
20,110,119,47,233,220,86,17
116,57,202,56,23,123,161,176
134,238,117,28,105,178,169,248
123,154,61,39,165,51,146,138
51,81,77,70,193,253,175,70
125,101,118,96,152,40,200,174
27,196,95,9,5,113,146,158
233,201,236,102,186,237,228,145
98,67,93,218,191,230,84,158
225,158,200,10,34,229,11,234
219,142,30,110,45,32,127,61
47,126,167,179,52,172,184,186
78,162,107,247,241,214,236,132
122,80,17,134,110,63,236,179
18,220,129,22,50,55,86,41
97,124,10,252,25,11,66,152
102,113,34,175,239,173,115,52
244,219,36,122,8,37,226,1
191,111,241,219,135,55,190,234
148,46,5,54,121,100,125,167
63,32,95,241,200,196,21,56
170,133,167,63,192,15,94,111
240,250,55,235,216,67,97,186
231,64,50,125,222,90,236,140
181,19,39,166,70,175,131,58
117,178,78,95,180,153,255,101
121,113,111,107,98,200,197,153
54,123,78,86,80,184,82,32
121,208,20,222,25,46,99,232
242,28,231,177,49,192,95,51
13,97,1,188,99,35,228,65
131,7,135,95,15,59,81,222
189,129,133,96,132,16,108,63
63,83,45,69,111,244,130,73
28,134,104,4,60,130,225,87
177,154,68,90,224,110,75,224
203,134,175,108,68,49,191,249
57,59,141,194,151,161,193,83
5,95,42,94,28,33,244,50
129,97,113,65,160,100,144,34
69,167,58,10,128,98,31,71
6,253,95,212,38,25,141,132
18,115,122,140,117,159,201,85
192,167,136,53,234,19,245,165
250,202,248,203,212,72,28,17
172,103,129,214,64,122,77,230
161,240,143,245,114,198,2,94
138,202,222,213,61,96,183,96
67,16,194,31,76,63,198,136
15,151,222,193,154,49,135,175
225,134,72,210,92,63,136,44
103,124,251,9,105,240,123,215
38,48,82,69,151,243,134,182
130,161,23,120,68,97,250,114
199,38,69,145,53,166,42,250
63,220,60,112,26,219,70,208
89,122,183,151,123,176,33,182
186,79,16,164,104,184,128,239
75,170,227,31,3,95,145,107
85,46,165,40,147,205,74,253
239,2,156,32,231,179,66,1
165,75,197,211,78,94,2,114
103,111,98,181,82,32,104,0
136,246,102,188,169,247,36,253
54,175,25,3,175,242,131,215
92,4,113,8,3,159,36,174
154,59,8,192,121,106,101,161
254,225,139,36,245,89,53,120
119,158,243,164,78,156,160,7
63,180,247,96,247,94,191,129
213,198,127,180,172,28,110,152
95,80,158,204,78,24,10,112
147,119,185,105,232,165,98,32
253,21,187,132,232,5,60,16
18,45,4,110,137,110,113,103
54,127,120,189,19,41,110,156
49,148,245,37,221,42,34,97
58,61,26,11,40,60,131,253
38,1,188,29,31,168,94,143
60,31,155,216,225,245,232,121
98,91,106,204,13,89,129,166
50,244,147,75,72,111,202,49
169,3,154,28,16,30,60,113
33,113,148,0,250,2,76,28
199,55,180,136,51,124,36,121
178,126,34,230,232,44,152,165
101,102,24,79,167,123,196,73
67,39,226,18,66,144,112,117
18,136,22,76,218,26,233,199
159,199,183,205,179,108,246,161
232,145,63,33,69,190,81,69
151,24,159,2,169,249,174,62
25,216,51,65,175,198,116,155
76,204,45,251,223,235,146,32
222,99,186,40,183,76,103,232
104,113,53,144,3,85,111,29
207,83,245,215,94,141,105,222
61,104,12,121,214,217,155,117
24,44,105,213,232,125,38,189
161,144,43,237,185,17,106,143
230,1,80,26,173,229,217,28
153,16,32,79,90,248,81,15
63,222,26,152,124,182,5,2
155,242,128,54,161,123,88,113
178,230,18,42,104,108,128,118
43,54,64,41,253,135,54,50
254,150,120,55,76,94,51,26
10,139,175,38,151,65,223,217
97,9,62,211,191,56,210,43
114,141,240,178,99,40,31,220
62,86,252,149,73,19,241,222
47,173,10,109,194,79,173,225
106,153,179,25,206,98,137,96
141,197,194,192,176,48,229,139
115,145,157,201,86,199,238,95
88,137,103,74,115,121,128,228
31,162,81,95,177,114,192,56
243,130,191,165,211,161,162,213
143,123,79,162,229,55,246,49
103,43,174,173,125,193,239,187
91,190,141,224,41,67,87,170
165,87,171,59,151,74,240,110
110,142,124,189,154,233,78,219
13,53,11,194,209,103,95,139
34,249,15,253,145,234,99,198
75,11,218,173,179,3,241,164
7,25,89,36,135,9,208,174
207,186,245,63,80,196,110,54
65,66,101,57,75,150,214,209
185,91,153,71,66,146,0,119
20,40,158,1,78,6,18,13
66,1,164,215,179,251,18,88
141,59,226,221,156,51,253,76
90,167,247,218,184,65,182,148
239,74,30,59,113,243,103,105
133,225,143,41,94,77,225,18
211,32,130,202,29,217,117,202
236,243,80,210,138,190,241,127
231,104,248,191,92,38,34,101
55,91,193,16,24,23,244,195
97,101,166,78,80,246,53,30
58,185,74,96,213,79,47,162
63,152,24,186,16,219,216,245
219,243,80,116,96,83,143,139
166,219,209,127,13,121,107,247
110,151,243,222,49,131,251,156
65,132,112,169,233,120,55,120
237,247,76,47,147,193,198,176
166,229,4,14,130,9,11,162
40,199,97,124,150,186,17,28
80,79,220,84,138,225,237,142
176,44,236,17,246,217,183,79
210,73,38,237,248,72,159,2
95,158,18,216,124,228,125,118
32,115,162,143,203,234,91,111
207,124,196,90,32,102,249,251
